id;created_at;text;ticker
789540;2020-07-06 02:31:16+00:00;$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB To enhance your experience in trading and get instant help click here https://t.co/waJXnpA7xo https://t.co/p94fTX4VO5;AMZN
789540;2020-07-06 02:31:16+00:00;$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB To enhance your experience in trading and get instant help click here https://t.co/waJXnpA7xo https://t.co/p94fTX4VO5;COST
829815;2020-07-09 14:53:48+00:00;RT @AlertTrade: #algotrading #algotrade $SPX $SPY $AMZN $AAPL $FB $SHOP $NVDA $GOOGL $PAYX $ASPU $SMPL $WBA $BBBY $LEVI $SGH $MSM $HELE $AZ…;AMZN
829815;2020-07-09 14:53:48+00:00;RT @AlertTrade: #algotrading #algotrade $SPX $SPY $AMZN $AAPL $FB $SHOP $NVDA $GOOGL $PAYX $ASPU $SMPL $WBA $BBBY $LEVI $SGH $MSM $HELE $AZ…;AAPL
386715;2020-06-02 15:33:15+00:00;Dow rises as Wall Street focuses on easing coronavirus lockdowns amid civil unrest https://t.co/SUw6IaN5Kz $SFIX $PFE $CSCO $STX $DKS $ZM;CSCO
788302;2020-07-06 07:03:47+00:00;RT @kpak82: $AAPL (weekly) https://t.co/vKGRLlIrkD;AAPL
822801;2020-07-09 21:56:24+00:00;Proud owner of $AMZN stock. This thing might help me retire next year ...and pay for my yacht;AMZN
572615;2020-06-18 10:41:36+00:00;Cerus Co. $CERS to Post FY2020 Earnings of -$0.44 Per Share, Cantor Fitzgerald Forecasts https://t.co/IaND4ABRzj #stocks;CERS
756997;2020-07-02 05:30:13+00:00;$AMZN - Amazon establishes new aerospace cloud unit https://t.co/iU2uOt4XDb;AMZN
728827;2020-07-01 21:06:35+00:00;@bostonchaahhts If “best qtr since 87” doesn’t make you a little nervous, then by all means keep buying $TSLA $AMZN $NFLX $RDFN $CMG. Otherwise now may be a good time to take a little off here. #justsaying   cc: @mchaudhry82 @traderstewie @Terri1618 @johnscharts https://t.co/QT4F4t1Jn5;AMZN
71099;2020-04-15 13:49:55+00:00;$WMT tends to act quite strong during recessions...  Something to keep in mind for the ppl pointing to $AMZN as a reason to be bullish on the economy...  Despite its worthless industry classification, most don't use it as a 'discretionary'... It's $WMT online...;AMZN
779125;2020-07-06 19:38:57+00:00;RT @Madison89421615: Probably nothing to worry about. Just the “invisible enemy”...  $spy $spx $qqq $eem $iwm $aapl $fb $googl $nflx $amzn…;AAPL
779125;2020-07-06 19:38:57+00:00;RT @Madison89421615: Probably nothing to worry about. Just the “invisible enemy”...  $spy $spx $qqq $eem $iwm $aapl $fb $googl $nflx $amzn…;AMZN
516629;2020-06-14 18:07:03+00:00;"$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna $penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa $tmdi #RobinhoodTraders #SundayThoughts #SundayMotivation #GenZ #Millennials #GenX @DelMonte  #holarchy #wholeparts #turtlesupdown  Retweet if you are ""a part of"" humanity. https://t.co/HRt2RfDu6i";AMZN
516629;2020-06-14 18:07:03+00:00;"$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna $penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa $tmdi #RobinhoodTraders #SundayThoughts #SundayMotivation #GenZ #Millennials #GenX @DelMonte  #holarchy #wholeparts #turtlesupdown  Retweet if you are ""a part of"" humanity. https://t.co/HRt2RfDu6i";AAPL
872570;2020-07-13 20:46:22+00:00;$BIDU $SAVE $WORK $T $AAPL $C $MSFT  $XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM  To enhance your experience in trading and get instant help click here https://t.co/o02HlQ7vQI https://t.co/hIMMPsGVB0;BIDU
872570;2020-07-13 20:46:22+00:00;$BIDU $SAVE $WORK $T $AAPL $C $MSFT  $XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM  To enhance your experience in trading and get instant help click here https://t.co/o02HlQ7vQI https://t.co/hIMMPsGVB0;AAPL
872570;2020-07-13 20:46:22+00:00;$BIDU $SAVE $WORK $T $AAPL $C $MSFT  $XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM  To enhance your experience in trading and get instant help click here https://t.co/o02HlQ7vQI https://t.co/hIMMPsGVB0;ADBE
872570;2020-07-13 20:46:22+00:00;$BIDU $SAVE $WORK $T $AAPL $C $MSFT  $XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM  To enhance your experience in trading and get instant help click here https://t.co/o02HlQ7vQI https://t.co/hIMMPsGVB0;CSCO
665300;2020-06-26 21:37:37+00:00;Amazon Workers Urge Bezos to Match His Words on Race With Actions by @KYWeise @nytimes https://t.co/PZMuT3SRR9 more evidence that #Amazon Faces A Crucible Moment With Employees https://t.co/0C1avTwLKq $AMZN;AMZN
655784;2020-06-25 15:32:44+00:00;$AAPL company #profile, #Fundamental and #Technical Analysis Score Update (FA Score, TA Score) #stocks #stock #StockMarket #Investment #investing #invest #investor #investors https://t.co/B7BWRcEdMH https://t.co/J1Mx4dHQ5W https://t.co/MObF3kE7iy;AAPL
485823;2020-06-10 13:13:50+00:00;Target Locked $CHRW  Sold at $83.09  Take Profit: $81.28  Stop Loss: $83.92  Trade with us:https://t.co/injT0PPxiC  $TSLA $SPY $AAPL #Forex https://t.co/DVQQxs2QKh;CHRW
485823;2020-06-10 13:13:50+00:00;Target Locked $CHRW  Sold at $83.09  Take Profit: $81.28  Stop Loss: $83.92  Trade with us:https://t.co/injT0PPxiC  $TSLA $SPY $AAPL #Forex https://t.co/DVQQxs2QKh;AAPL
580249;2020-06-19 18:10:39+00:00;@zerohedge Some point soon this class of “investor” will be selling their $AAPL &amp, $MSFT to funnel more money into their sh!tty penny stocks as they fall back to pennies from dollars.  Need the unemployment benefits to cease paying 19-year-olds who live at home to gamble;AAPL
808963;2020-07-08 19:41:22+00:00;Baidu $BIDU Has A Weak #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Poor, moving average score Good, #momentum score Poor #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrH1R3 https://t.co/MQEa3MhtUz https://t.co/XdPiwSJlgF;BIDU
466689;2020-06-09 15:25:03+00:00;Looks like $DGLY has been making a steady move, as Bollingers have expanded. More to come? https://t.co/nbcNj9sUNG #stocks https://t.co/e4E8yaJJLZ;DGLY
575130;2020-06-18 03:18:02+00:00;Short sale volume(not short interest) for $AMZN on 2020-06-17 is 48%. https://t.co/YZjq8XgqP8 $WMT 42% $OSTK 48% $MELI 56%;AMZN
877865;2020-07-13 16:11:35+00:00;Political prophet Allan Lichtman: Trump is more ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/3qgDvxsdVz;AAPL
877865;2020-07-13 16:11:35+00:00;Political prophet Allan Lichtman: Trump is more ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/3qgDvxsdVz;AMZN
857097;2020-07-11 17:26:56+00:00;RT @eWhispers: #earnings season begins   https://t.co/lObOE0dgsr   $JPM $PEP $NFLX $WFC $DAL $DPZ $C $BAC $UNH $JNJ $FAST $GS $ABT $FRC $TS…;FAST
649674;2020-06-25 22:33:48+00:00;RT @androider25: $GCI bounced off support trendline   $TELL bounce indicator   Buy buy buy #BREAKOUT  $spx $spy $qqq $aapl $tsla $fb $nflx…;AAPL
759641;2020-07-03 22:01:23+00:00;Imagine reading up on $Oil $AAPL $EURUSD concurrently on the same platform! https://t.co/Ut05pyrbV8 https://t.co/Uk8I33EbID;AAPL
35371;2020-04-13 19:27:49+00:00;BOOM 💰💰 Come Join US  $fb $aapl $amzn $nflx $googl $bidu $roku $spy $amd $nvda $tsla $ba $baba $shop For  Daily Powerful Watchlist, Swing &amp, Day Option Trading Alerts  Paypal monthly link in bio, $149.99 DM for biweekly link $84.99 #trading #optionstrader #Money https://t.co/JBhVUeanhi;AAPL
35371;2020-04-13 19:27:49+00:00;BOOM 💰💰 Come Join US  $fb $aapl $amzn $nflx $googl $bidu $roku $spy $amd $nvda $tsla $ba $baba $shop For  Daily Powerful Watchlist, Swing &amp, Day Option Trading Alerts  Paypal monthly link in bio, $149.99 DM for biweekly link $84.99 #trading #optionstrader #Money https://t.co/JBhVUeanhi;AMZN
35371;2020-04-13 19:27:49+00:00;BOOM 💰💰 Come Join US  $fb $aapl $amzn $nflx $googl $bidu $roku $spy $amd $nvda $tsla $ba $baba $shop For  Daily Powerful Watchlist, Swing &amp, Day Option Trading Alerts  Paypal monthly link in bio, $149.99 DM for biweekly link $84.99 #trading #optionstrader #Money https://t.co/JBhVUeanhi;BIDU
35371;2020-04-13 19:27:49+00:00;BOOM 💰💰 Come Join US  $fb $aapl $amzn $nflx $googl $bidu $roku $spy $amd $nvda $tsla $ba $baba $shop For  Daily Powerful Watchlist, Swing &amp, Day Option Trading Alerts  Paypal monthly link in bio, $149.99 DM for biweekly link $84.99 #trading #optionstrader #Money https://t.co/JBhVUeanhi;AMD
860336;2020-07-11 08:19:21+00:00;RT @musicnews360: Utah governor declares state of emergency due to ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusi…;AAPL
860336;2020-07-11 08:19:21+00:00;RT @musicnews360: Utah governor declares state of emergency due to ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusi…;AMZN
842551;2020-07-10 18:32:18+00:00;$UAVS has $AMZN written all of it.   Increasing headcount 1000%.   Business must be booming.;AMZN
59160;2020-04-14 11:22:42+00:00;#20Kto100KChallenge in 6 months  It’s the last week to get into the challenge.  Mostly spreads (debit/credit) and swing single legs options.  $499 to get in or subs to Full Member access $199/months.  https://t.co/rx8lGRGBgh - $SPY $AMZN $NFLX $JPM $JNJ $FB $BTC;AMZN
326558;2020-05-08 05:33:49+00:00;Apple $AAPL PT Set at $325.00 by UBS Group https://t.co/1tzRQgWzDR;AAPL
341012;2020-05-28 15:34:33+00:00;RT @Sarge986: What to Expect When Marvell Technology Reports Thursday $VEEV $COST $AMZN $WMT $CRM $ZS $NVDA $MRVL  https://t.co/Q1C7C7miK3…;COST
341012;2020-05-28 15:34:33+00:00;RT @Sarge986: What to Expect When Marvell Technology Reports Thursday $VEEV $COST $AMZN $WMT $CRM $ZS $NVDA $MRVL  https://t.co/Q1C7C7miK3…;AMZN
136776;2020-04-20 01:16:02+00:00;"$SNE SONY $300 ""Sony’s Gaming business is currently experiencing accelerating growth  trends driven by the “stay at home” economy. Sony remains one of the cheapest large cap  tech stocks in the world."" Third Point Dan Loeb #StayHome #StayAtHome #nikkei $AAPL $NFLX $RKUNY $CMCSA https://t.co/x8i6jRzCEg";AAPL
136776;2020-04-20 01:16:02+00:00;"$SNE SONY $300 ""Sony’s Gaming business is currently experiencing accelerating growth  trends driven by the “stay at home” economy. Sony remains one of the cheapest large cap  tech stocks in the world."" Third Point Dan Loeb #StayHome #StayAtHome #nikkei $AAPL $NFLX $RKUNY $CMCSA https://t.co/x8i6jRzCEg";CMCSA
279441;2020-05-05 19:41:32+00:00;$ITOX .01s getting slapped. Nothing on L2 till 2 cents $SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $MSFT $DIA $NDX $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM #Options https://t.co/ZLFlzyeOtG;AAPL
279441;2020-05-05 19:41:32+00:00;$ITOX .01s getting slapped. Nothing on L2 till 2 cents $SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $MSFT $DIA $NDX $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM #Options https://t.co/ZLFlzyeOtG;AMZN
345767;2020-05-28 08:34:01+00:00;RT @Tickeron: $AAPL enters an Uptrend as Momentum Indicator exceeded the 0 level on April 29, 2020. View odds for this and other indicators…;AAPL
629882;2020-06-23 11:39:47+00:00;China's annual dog-meat fair opens, activists ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/6CkeGZzEEC;AAPL
629882;2020-06-23 11:39:47+00:00;China's annual dog-meat fair opens, activists ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/6CkeGZzEEC;AMZN
704534;2020-06-29 14:28:36+00:00;https://t.co/ixCJrg6giq  Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN;AAPL
704534;2020-06-29 14:28:36+00:00;https://t.co/ixCJrg6giq  Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN;ADBE
704534;2020-06-29 14:28:36+00:00;https://t.co/ixCJrg6giq  Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN;CSCO
704534;2020-06-29 14:28:36+00:00;https://t.co/ixCJrg6giq  Stocks/ETF's Discussed:  $XLK, $MSFT, $AAPL, $V, $MA, $INTC, $NVDA, $ADBE, $PYPL, $CSCO, $CRM, $FB, $SBUX, $GOOGL, $AMZN;AMZN
14135;2020-04-09 00:00:03+00:00;$HEXO target price is $2.21, HEXO has a upside of 327.2% from its current price of $0.52  #stocks #investment #CNBC #trading #NASDAQ #news #daytrade #pennystocks #potstocks $TSLA $TLRY $CGC $FB $SNAP $AMRX $COKE $PEP $BYND $ZM $WMT $COST $AMZN $TGODF $KGKG https://t.co/I7lRxme2iw;COKE
14135;2020-04-09 00:00:03+00:00;$HEXO target price is $2.21, HEXO has a upside of 327.2% from its current price of $0.52  #stocks #investment #CNBC #trading #NASDAQ #news #daytrade #pennystocks #potstocks $TSLA $TLRY $CGC $FB $SNAP $AMRX $COKE $PEP $BYND $ZM $WMT $COST $AMZN $TGODF $KGKG https://t.co/I7lRxme2iw;COST
14135;2020-04-09 00:00:03+00:00;$HEXO target price is $2.21, HEXO has a upside of 327.2% from its current price of $0.52  #stocks #investment #CNBC #trading #NASDAQ #news #daytrade #pennystocks #potstocks $TSLA $TLRY $CGC $FB $SNAP $AMRX $COKE $PEP $BYND $ZM $WMT $COST $AMZN $TGODF $KGKG https://t.co/I7lRxme2iw;AMZN
54107;2020-04-14 15:07:47+00:00;hold my balls while i buy some $amzn;AMZN
678456;2020-06-26 05:00:06+00:00;Great chart by @BTstocktrading !! $AMZN https://t.co/n1ZJQERYa7;AMZN
333684;2020-05-09 04:01:03+00:00;Investment Analysts’ Upgrades for May, 8th $AEHR, AFLYY, BCOR, CHEF, CNP, CPK, CPTA, CSV, CUE, DISH https://t.co/zvwESItE0X #stocks;AEHR
803368;2020-07-07 05:24:57+00:00;RT @SJosephBurns: Big tech returns in 2008 recession... $MSFT: -44% $AAPL: -57% $GOOGL: -56% $AMZN: -45% $QQQ: -42%  Big tech returns YTD i…;AAPL
803368;2020-07-07 05:24:57+00:00;RT @SJosephBurns: Big tech returns in 2008 recession... $MSFT: -44% $AAPL: -57% $GOOGL: -56% $AMZN: -45% $QQQ: -42%  Big tech returns YTD i…;AMZN
268142;2020-05-04 15:01:26+00:00;"@andydicesorkin Yes, especially for companies with extensive interests in China.  Not meant to be a political statement, nor an endorsement of any particular policy, but I put the chance of the White House ""punishing"" China in some fashion within the next 30 days at 100%. $WYNN $AAPL $BA";AAPL
610529;2020-06-22 15:55:30+00:00;$AAPL - Apple's chip will outperform Intel's Macs - analyst https://t.co/JJB5jTpGyf #BUYAAPL;AAPL
612462;2020-06-22 14:07:18+00:00;The #StockMarket bounced last week as the #economy kept improving. But will it last as #coronavirus cases increase? Here are the key things to watch this week. $AAPL $NKE #FederalReserve  https://t.co/TDLSGOFoiQ;AAPL
61748;2020-04-14 04:08:02+00:00;@bgrahamdisciple I’m sure $amzn stopped paying rent when ever things got tight.;AMZN
520409;2020-06-14 02:30:06+00:00;@vincent13031925 also 2013, but I sold. Also sold 6000 shares of $AMZN @ $4.50 in 1998. Like Ron Barron, I'm not making the same mistake with $TSLA this time.;AMZN
425563;2020-06-05 15:36:12+00:00;You can take profits on $AAPL and $CVS;AAPL
485717;2020-06-10 13:20:07+00:00;RT @TommyTheBull287: $AAPL I am in $350 call swing a lot of resistance picking back up on $350 trend will see https://t.co/I1DODV7xRx;AAPL
261349;2020-05-03 03:56:36+00:00;Many #investors #LOOSE #MONEY #Trading with @robinhoodapp due to their #platform #problems!  #robinhood #robinhoodapp #robinhoodoutage $amzn $msft $fb $ba https://t.co/sL5zc5YOWn;AMZN
581628;2020-06-19 16:51:23+00:00;$aapl added fee more here. Average is 1.47 now.;AAPL
458016;2020-06-08 05:45:53+00:00;Amazon isn’t the only e-commerce company thriving. $AMZN shares have climbed &gt,30% this year. But some online retailers are faring even better. Shares of Wayfair, the online furniture and home goods seller, have doubled in price in 2020. /via @qz https://t.co/GQOmMzgcF9;AMZN
64182;2020-04-15 21:42:42+00:00;@SullyCNBC ICYMI we replaced $FAANG w/ $WACT - $WMT $AMZN $COST $TGT #deathofretail  cc: @RiskReversal @GuyAdami @JeffMacke https://t.co/clNllypHuT;AMZN
64182;2020-04-15 21:42:42+00:00;@SullyCNBC ICYMI we replaced $FAANG w/ $WACT - $WMT $AMZN $COST $TGT #deathofretail  cc: @RiskReversal @GuyAdami @JeffMacke https://t.co/clNllypHuT;COST
571922;2020-06-18 12:02:02+00:00;RT @Sarge986: Sizzling Nasdaq, Covid Crossroads, Coins Collect Dust, Thoughts on BP $KR $KFY $JBHT $LSTR $UPS $FDX $AMZN $MA $DIS $AAPL $FB…;AMZN
571922;2020-06-18 12:02:02+00:00;RT @Sarge986: Sizzling Nasdaq, Covid Crossroads, Coins Collect Dust, Thoughts on BP $KR $KFY $JBHT $LSTR $UPS $FDX $AMZN $MA $DIS $AAPL $FB…;AAPL
382704;2020-06-02 21:27:52+00:00;RT @SorabNY: Today’s profit $656  $spy $spx $tsla $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstreet #S…;AMZN
591430;2020-06-19 00:44:35+00:00;$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna $penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa #ThursdayThoughts #thursdayvibes #Thursday  @goldsworthy_art https://t.co/sd3FznTOem;AMZN
591430;2020-06-19 00:44:35+00:00;$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna $penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa #ThursdayThoughts #thursdayvibes #Thursday  @goldsworthy_art https://t.co/sd3FznTOem;AAPL
867433;2020-07-12 12:53:44+00:00;RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)💥  Mon: $PEP  Tues: $JPM $C $WFC $DAL $FAST Wed: $GS $PNC $BK $UNH…;FAST
647734;2020-06-24 03:25:04+00:00;With past performance like this, how can you not sign up for a Free 10-day trial to https://t.co/dciVAHNRLf? Winning Option Swing Trades Since 2006  $AMZN $GOOGL $NFLX $FB $AAPL;AMZN
647734;2020-06-24 03:25:04+00:00;With past performance like this, how can you not sign up for a Free 10-day trial to https://t.co/dciVAHNRLf? Winning Option Swing Trades Since 2006  $AMZN $GOOGL $NFLX $FB $AAPL;AAPL
558097;2020-06-17 12:35:16+00:00;Mix Pre market action! Top traded large caps in pre market!  $BA-1.57% $NCLH-9.35% $SPY+0.5% $CCL-4.55% $AAPL+0.96% $AAL-0.29% $TSLA+0.39% $UAL-1.69% $NKLA+4.8% $QQQ+0.70% $TQQQ+2.2% $RCL-4.85% $DAL-0.89% $NIO+2.3% $BYND+3.3% $MSFT+0.7% $DKNG-4.3% $IWM+0.85% $AMZN+0.9% $AMD+0.79% https://t.co/qgjzbWJJM8;AAPL
558097;2020-06-17 12:35:16+00:00;Mix Pre market action! Top traded large caps in pre market!  $BA-1.57% $NCLH-9.35% $SPY+0.5% $CCL-4.55% $AAPL+0.96% $AAL-0.29% $TSLA+0.39% $UAL-1.69% $NKLA+4.8% $QQQ+0.70% $TQQQ+2.2% $RCL-4.85% $DAL-0.89% $NIO+2.3% $BYND+3.3% $MSFT+0.7% $DKNG-4.3% $IWM+0.85% $AMZN+0.9% $AMD+0.79% https://t.co/qgjzbWJJM8;AAL
